,avg_delta_beta
KIAA1524,-0.0018122886473429952
RHBDD2,-0.001815905797101454
JPH3,-0.0018183945282172196
CATSPERG,-0.0018191176470588265
PSMB8-AS1,-0.0018198715415019859
HAUS4,-0.0018211352657004787
RP11-126K1.9,-0.0018242391304347824
LLPH,-0.0018245059288537547
EIF5,-0.0018259057971014478
CTD-2201I18.1,-0.0018274068322981308
MIPEPP3,-0.0018274275362318887
STT3A-AS1,-0.0018275621118012445
SEC62,-0.0018278338509316724
TMEM70,-0.0018281793478260883
TMEM68,-0.0018282971014492752
RPRD1B,-0.0018285869565217397
MORN4,-0.001829556856187296
TSR2,-0.0018307608695652176
PUS7,-0.0018308919036722285
UBE2L6,-0.0018315760869565226
RP1-206D15.6,-0.001832420875959078
FAM98B,-0.0018327151954325893
RBM8A,-0.001833229813664595
LETMD1,-0.0018341197299077754
RP11-548K23.11,-0.001837836648477385
EID2,-0.001841346153846153
SEL1L,-0.0018435919295254344
ARL6,-0.0018446557971014501
ERP29,-0.0018475883152173935
PROX2,-0.0018494565217391221
CCDC51,-0.001849547101449272
ATP6V0B,-0.0018507913282369822
CNPPD1,-0.0018530892448512597
MFSD8,-0.0018531732435412747
AP001439.2,-0.0018533444816053505
METTL12,-0.0018559288537549424
MKRN1,-0.001856159420289854
RP11-616M22.2,-0.0018580163043478305
AC005614.3,-0.001858725845410628
MALAT1,-0.0018595919145690308
TPP2,-0.0018613043478260946
AC002398.9,-0.001862001424501423
ZNF252P,-0.0018625000000000037
CTD-3032J10.2,-0.0018625000000000108
NME1,-0.00186455003196931
CTB-180A7.6,-0.001865217391304344
C2-AS1,-0.0018658967391304365
RNU5E-1,-0.0018673913043478264
BBS4,-0.0018691381987577674
RP11-734K2.4,-0.0018691576086956527
RP1-283E3.4,-0.0018716356107660393
RP5-821D11.7,-0.0018733201581027665
RP11-510M2.6,-0.0018733695652173841
AC068831.16,-0.0018734601449275372
TOMM6,-0.0018737681159420325
RPL29,-0.0018749999999999995
NRD1,-0.0018765172101449282
LL22NC03-27C5.1,-0.0018782608695652174
ADSL,-0.0018784549689440965
NDFIP2,-0.0018786533816425172
WDR5B,-0.001880602006688964
SNORD95,-0.0018833237986270017
RP5-832C2.5,-0.0018844071146245061
RP11-15A1.7,-0.0018877926421404683
STAG3L5P-PVRIG2P-PILRB,-0.0018883504958047306
SRSF3,-0.00188843440122044
EMC3-AS1,-0.0018885869565217386
RASA4,-0.0018923913043478143
UBFD1,-0.0018938043478260915
CRK,-0.001894953416149077
RP11-227H4.5,-0.001896700310559006
MIR6831,-0.001897228260869566
ZSCAN29,-0.0018973686594202866
AC073283.4,-0.0018982551487414252
RP11-325I22.3,-0.0018987922705314014
SLC25A38P1,-0.0018991847826086959
GTF2H3,-0.001902415458937199
ZKSCAN5,-0.0019025457665903878
SMEK1,-0.001903451086956519
GLI2,-0.0019055374079264722
EXOC6B,-0.0019068593544137042
TRPC2,-0.0019073122529644202
ZNF782,-0.0019099335748792292
PCDHGC4,-0.0019105784161490605
TUBD1,-0.0019106857416879743
RPS6KA6,-0.001912450592885368
TMCO4,-0.0019130887681159494
TMEM14A,-0.0019131688963210712
RP3-406P24.4,-0.0019145652173913046
CHAC2,-0.0019146195652173907
RP3-322G13.7,-0.001915612648221344
SPRYD4,-0.0019156620553359687
ACO2,-0.001915696930946295
MRPL21,-0.001920040760869566
RP11-459F6.3,-0.001921338987099855
RP11-214N9.1,-0.001921847826086958
TMEM202,-0.0019225543478260845
KHDRBS3,-0.0019234881422924843
COX20,-0.0019238503344481612
TSEN2,-0.0019239518633540355
DNAJB6,-0.0019246852089660651
INO80B,-0.001928887959866223
SHOC2,-0.0019290964942430006
RP11-649A18.3,-0.0019301185770750967
NT5C,-0.0019301185770750967
CTA-398F10.1,-0.0019320652173913015
MIR6833,-0.0019328557312252982
AC092069.1,-0.0019335144927536251
F2RL1,-0.0019343989769821008
AGO3,-0.0019405868144359143
CTD-2651B20.7,-0.0019420516304347838
PABPC1,-0.001946321070234131
MAP3K5,-0.0019480331262940035
TAF6L,-0.0019500945179584104
LRRC37A,-0.001950543478260866
CCDC53,-0.0019514039855072496
RP4-686C3.7,-0.0019530138339920974
CHCHD7,-0.001953698671497588
C11orf98,-0.0019573369565217403
ST20-MTHFS,-0.0019574957651044512
KIZ-AS1,-0.001959239130434784
ZNFX1-AS1_1,-0.001959347826086955
AC078852.2,-0.0019604347826086914
GLTSCR2,-0.0019626207729468606
LGALS9,-0.0019634057971014483
RPS2P46,-0.0019673913043478253
RP11-234A1.1,-0.0019679347826086903
RP11-596C23.2,-0.0019696739130434793
RP11-680G10.1,-0.0019701086956521634
TANC1,-0.001971276626051885
PSMD6-AS2,-0.0019717391304347825
RP11-10L12.4,-0.00197242438563327
RP11-304F15.3,-0.0019739130434782643
IQCJ,-0.0019745652173912857
PPP5C,-0.0019750679347826086
RP11-323F24.3,-0.0019770652173913042
RP11-394I13.2,-0.0019777173913043556
RP1-240K6.3,-0.001979891304347835
RP11-327E2.5,-0.001982608695652174
FEN1,-0.001987939958592131
RPPH1-2P,-0.001989673913043478
HSP90AA1,-0.001990987318840578
PNPT1,-0.0019916666666666707
NOL8,-0.0019918478260869577
MIR627,-0.0019923913043478347
ASCL5,-0.0019926086956521703
RP11-73E17.2,-0.0019937111801242224
N4BP2,-0.0019961956521739135
WWC1,-0.0019964774557165877
AC015726.1,-0.0019967391304347836
TOPBP1,-0.001998369565217389
RAB21,-0.0019994565217391303
CAND1,-0.0020028257317419684
AP003391.1,-0.0020029891304347834
MRPS16,-0.0020033761528326756
RP11-152N13.5,-0.0020033761528326756
MIR4502,-0.0020038043478260857
LINC01424,-0.0020039402173913047
ZNF142,-0.0020049872122762198
CYB5A,-0.0020055434782608734
ARHGAP5-AS1,-0.0020058695652173885
C21orf58,-0.0020088235294117665
GMDS-AS1,-0.002010128685657173
CBFA2T2,-0.0020107837528604
DARS2,-0.002011128364389234
DCAF10,-0.002011739130434783
PITHD1,-0.0020123023715414995
RP11-73M7.9,-0.0020180912384716743
RNU6-520P,-0.002019021739130436
C11orf71,-0.0020196428571428583
RPL35P9,-0.00202391304347826
TCP1,-0.0020242555652881687
AP1AR,-0.0020279347826086974
CTD-2001C12.1,-0.0020281832298136605
ZNF622,-0.002031354515050164
MLF1,-0.0020323122529644286
ZNF286B,-0.002034359015345258
RNA5SP351,-0.0020413043478260872
RP11-217B1.2,-0.00204569746376812
EIF4A3,-0.002047122762148332
RNU4-2,-0.0020472146739130433
RPL34-AS1,-0.002050026875298614
CCND3P1,-0.0020530797101449318
SSC4D,-0.002054100790513823
MON2,-0.0020571627647714605
ATP5SL,-0.002057393693263257
FOXM1,-0.002057539525691691
HAX1,-0.002058653846153848
CTD-3075F15.1,-0.002058786231884058
DENR,-0.002065081521739133
AL627171.3,-0.0020665217391304344
AL627171.2,-0.0020665217391304344
RN7SL2,-0.0020665217391304344
MAPK6,-0.0020670604914933867
NCEH1,-0.002069765446224255
RRM1,-0.0020723990683229805
SPAG8,-0.002073913043478261
AC002310.7,-0.002076061076604549
AP5M1,-0.00207810559006211
SLC35A3,-0.0020791062801932343
DDX54,-0.0020821557971014443
USP37,-0.002084866220735787
CYLD,-0.0020850752508361162
NUP88,-0.002086251575299304
LMAN2,-0.0020883152173913123
NAGPA,-0.0020905279503105564
POMK,-0.0020921648550724626
C16orf45,-0.0020926416256157356
RINT1,-0.002093944099378882
RP11-480I12.10,-0.0020946557971014486
ZNF564,-0.002096014492753623
TCAIM,-0.0020981884057971016
MIR553,-0.00209891304347826
RNA5SP90,-0.002099456521739142
PDZD2,-0.002103555178390858
MIR378A,-0.0021047101449275366
MIR6743,-0.002104755434782608
IFT80,-0.0021061594202898552
LINC01431,-0.002106521739130434
FNDC9,-0.0021078804347826174
RP11-755B10.4,-0.0021084980237154154
AC015849.12,-0.0021105113636363643
ZNF195,-0.002110675465838503
C19orf24,-0.0021140851449275282
RP11-351A11.1,-0.002114432367149763
AC004895.4,-0.0021189311594202904
AC002064.7,-0.002118997584541061
AC084219.4,-0.002119254658385093
AKR7A3,-0.00212050724637681
HSDL2,-0.002121273291925466
TNNI2,-0.00212222540045766
CTC-428G20.1,-0.0021222826086956573
PJA2,-0.002124238533205925
RP11-350J20.5,-0.0021244565217391318
LAMTOR5,-0.002125597228858103
TMEM184C,-0.00212591973244147
CYP39A1,-0.002126692546583854
ATG101,-0.0021281702898550726
NDFIP2-AS1,-0.0021311335403726723
CDCA5,-0.002131292906178492
RP11-379K17.4,-0.0021324414715719066
CTC-429P9.5,-0.0021326086956521737
AC009403.2,-0.0021335597826086967
RP11-902B17.1,-0.002135033444816053
UNC45A,-0.002135490777338602
CTD-2017D11.2,-0.002136956521739131
TAS2R41,-0.0021445652173913052
RP3-441A12.1,-0.0021467391304347823
AUP1,-0.002147476481057715
TIGD2,-0.0021477355072463756
AP002884.2,-0.0021512480590062033
EMC1,-0.0021515010351966855
ZNF70,-0.0021523418972332047
CTD-2302E22.6,-0.0021533008312020455
ZMYND15,-0.0021545108695652055
BRI3P1,-0.0021565217391304454
SMC3,-0.002157572463768116
ZNF451,-0.00216021739130435
ATP6V1B1-AS1,-0.002163043478260874
DNAJB13,-0.002164347826086957
MED7,-0.0021656620553359676
THUMPD1,-0.0021669836956521747
ZCCHC12,-0.0021670568561872852
DPRXP4,-0.002167391304347831
ZNF33A,-0.0021679765886287576
ZNF623,-0.002174145962732917
RP11-507K2.6,-0.0021755434782608726
ATP6V1F,-0.0021756916996047413
SMG1P1,-0.0021763586956521732
ANKRD36B,-0.0021769701086956513
NT5C2,-0.002177602974828379
XXbac-BPG181M17.6,-0.0021784891304347824
CHMP4B,-0.002180658567774934
RP4-717I23.3,-0.002181560559006215
CTC-350I8.1,-0.002182246376811594
KIF23,-0.002182457729468595
RCN1P2,-0.0021851086956521707
RNaseP_nuc,-0.002187014751552794
RPPH1,-0.002187014751552794
RP11-642P15.1,-0.002187092391304349
SNORD49A,-0.00218866847826087
AC144831.1,-0.00218913043478261
TGFA,-0.0021914945652173963
AURKB,-0.002192663043478259
RP11-477N12.4,-0.002194746376811593
AC004076.7,-0.0021955002337540894
CTB-5E10.3,-0.0022000776397515525
C19orf53,-0.0022000776397515525
SNX16,-0.0022051839464882973
CCDC103,-0.002206823671497584
FAM187A,-0.002206823671497584
PCDH1,-0.002207190635451505
GBP7,-0.0022077898550724585
TMEM192,-0.002208794466403149
TUBA1C,-0.0022170841209829804
U2,-0.0022179347826086953
ODF3L2,-0.002218953804347828
FBXL6,-0.0022190217391304195
SLC52A2,-0.0022231419546637037
COX8A,-0.0022240612648221324
RN7SL688P,-0.0022260869565217402
ZNF45,-0.0022267663043478224
SMPDL3A,-0.0022279347826086996
RP11-1007O24.4,-0.0022282608695652207
RPN1,-0.002228881987577644
LDHAL6FP,-0.002234601449275348
RNF7,-0.0022360054347826046
DENND5B-AS1,-0.0022371237458193986
ARNTL2,-0.002237364130434767
LINC01216,-0.0022375
NEIL2,-0.0022378516624040916
CTSF,-0.0022384239130434857
CRIPT,-0.002238967391304349
TMED9,-0.002240978260869569
SPPL2A,-0.002241897233201577
MIR6075,-0.002243297101449272
SVIP,-0.0022438043478260877
RP11-17A1.3,-0.0022438043478260877
RP11-1035H13.3,-0.0022441770186335495
AL139099.2,-0.0022443614130434773
AL139099.3,-0.0022443614130434773
RN7SL1,-0.0022443614130434773
INSIG1,-0.002246138443935922
RP11-573D15.9,-0.002248801560758082
HAUS8,-0.0022542753623188373
TMEM261,-0.0022550724637680967
BRIP1,-0.0022555978260869543
CETN3,-0.002256175889328063
CTD-2373J6.2,-0.002256175889328063
RP11-121L10.2,-0.002257905138339922
CA8,-0.002260576923076915
RP11-849H4.2,-0.002265115489130435
ARL5B,-0.002265118577075097
DAD1,-0.0022653381642512077
RP11-589C21.6,-0.0022672826086956523
APOC4,-0.0022681191770186396
RP11-191L17.1,-0.0022690760869565224
RP11-64D24.2,-0.0022720410628019245
SDE2,-0.0022744565217391417
SNORD2,-0.002275553359683796
LSG1,-0.002276630434782606
MRPL10,-0.0022784420289855057
MZT1,-0.0022814877717391305
XKR9,-0.0022829013377926415
RP11-973H7.3,-0.0022858695652173884
LTA4H,-0.002290760869565216
TUBA3E,-0.002292859299516917
RP1-191J18.66,-0.0022937500000000006
RP11-573D15.3,-0.0022946376811594205
GLI4,-0.0022951581027667945
DLEU2L,-0.0022954710144927554
HEXIM1,-0.0022958873633358765
CTB-129P6.11,-0.002296234472049691
CLIC2,-0.0022984239130434724
TTC30B,-0.002301376811594203
LINC00504,-0.002305039525691697
C2orf49,-0.002305917874396135
RP11-332H14.2,-0.002305917874396135
AC092755.4,-0.0023066658432147535
TMEM238,-0.0023091183574879227
ANTXR2,-0.002310810542639448
NCBP1,-0.0023118659420289845
VAPA,-0.0023145277142130717
SDHCP3,-0.002322826086956524
RP11-229D13.3,-0.002323369565217391
SLC39A8,-0.002328832951945083
USP30,-0.002336392140468229
ATAD2,-0.0023371713250517566
ELOF1,-0.0023396739130434768
RPS16,-0.0023397575250836133
RP11-620J15.3,-0.002341902173913045
MYO5B,-0.0023518342391304348
JAKMIP2,-0.002352683747412021
PCM1,-0.0023538496376811573
COPB2,-0.0023538879598662206
TTC9C,-0.00235613354037267
RP11-429B14.1,-0.0023592779503105567
HMGN3-AS1,-0.002360960144927537
RP11-333E13.4,-0.0023616011705685606
ZNF688,-0.0023629917184265054
POLH,-0.0023662318840579726
PSMB4,-0.002367663043478261
TMCC1-AS1,-0.002368682065217388
MIR3655,-0.0023707608695652184
INTS4,-0.002371648550724636
CTC-487M23.8,-0.0023730201863353955
RP11-1148O4.1,-0.002375271739130428
RP5-994D16.3,-0.00237554347826087
NRGN,-0.002375688405797108
LINC00671,-0.0023761956521739153
CUX1,-0.002378183572672332
RTCB,-0.0023791847826086913
DBR1,-0.0023795825098814265
AQP8,-0.0023807453416149096
LRRC37A5P,-0.002382336956521739
EPS8,-0.0023838121118012496
BSND,-0.0023853804347826156
ASCC1,-0.0023875905797101494
ZNF566,-0.002391361556064072
NRG4,-0.0023917761586239907
NDUFA6,-0.0023925000000000005
TXNL4A,-0.002393711180124225
RP13-16H11.8,-0.002394565217391304
PDZD8,-0.002395235507246378
KCTD21,-0.0023961956521739132
MIR601,-0.002396195652173917
RP11-554J4.1,-0.0023969202898550717
RP5-940J5.3,-0.0024000603864734326
ALDH18A1,-0.002401582480818418
RP11-199F11.2,-0.0024018115942028993
NDUFV2-AS1,-0.0024023913043478297
GPSM2,-0.0024030657748048993
GNB2L1,-0.0024043648097826086
RP11-770J1.5,-0.0024046936758893287
RP11-529E10.6,-0.0024097826086956473
SEPT7P2,-0.002412075569358173
CDC14B,-0.0024140798513081103
MKKS,-0.0024149917365878432
LGMN,-0.002415362318840591
MIR769,-0.002415993788819877
UPF3AP3,-0.0024163043478260897
MYOCD,-0.002416460733308556
PLD1,-0.0024179891304347985
CDK5,-0.0024180741360089173
FAM160B1,-0.0024217434210526334
FOCAD,-0.002422282608695651
FOCAD-AS1,-0.002422282608695651
PPP2R5E,-0.00242563938618926
ALG1L3P,-0.0024271739130434784
MFSD3,-0.002427536231884057
MIR423,-0.002430706521739132
RP11-98J9.1,-0.0024315217391304347
LA16c-306E5.3,-0.00243177613320998
LEO1,-0.0024325000000000015
NUFIP2,-0.0024332440856777507
RP11-197K3.1,-0.0024342391304347922
ZPLD1,-0.0024352842809364475
POTENP,-0.0024353260869565212
IRF2BP2,-0.002435722254004578
RHOA,-0.002436388339920948
RP5-1063M23.1,-0.002437228260869565
PAIP1,-0.0024455267558528408
MIR1296,-0.00244746376811595
METTL2A,-0.002448035117056857
RP11-91I20.2,-0.0024489130434782627
HESX1,-0.002448980978260865
FAM102B,-0.0024497035573122507
KLHL12,-0.0024506916996047457
C11orf45,-0.002451766304347831
PLAGL1,-0.0024519277493606152
LRRC46,-0.0024531250000000017
STK4-AS1,-0.0024538043478260856
OSBPL11,-0.0024543866459627328
GPR98,-0.0024551879325307785
CTC-429P9.4,-0.002456120037807186
IL1RL2,-0.0024573578595317768
BEX2,-0.002457669082125608
APTX,-0.0024582971014492695
ZNF680,-0.0024604249011857694
MIR569,-0.002462681159420291
TWISTNB,-0.0024652522296544003
BBIP1,-0.0024671052631578963
RP11-1134I14.2,-0.002468080420574022
RPL21P75,-0.002468478260869554
CASP3,-0.002469614624505925
RP11-77P16.4,-0.0024718070652173904
GPATCH11,-0.0024718555900621096
SMARCD1,-0.0024735671936758903
TWF2,-0.002473620401337789
AC111200.8,-0.002476086956521744
CHST10,-0.0024762590579710006
ENHO,-0.002481793478260871
RP11-296L22.8,-0.002481793478260871
ERLEC1,-0.0024825067934782607
RP11-193F5.1,-0.002483197463768112
METTL2B,-0.002487590579710146
CTSO,-0.002488537549407112
CTSLP6,-0.0024891304347826083
SCARNA9,-0.0024918478260869646
GPR35,-0.002492133867276894
AC006486.10,-0.0024929347826086953
TCEB3-AS1,-0.0024938043478260853
DHFRL1,-0.002493821510297486
CTD-3099C6.11,-0.0024940217391304412
RP11-262D11.1,-0.002494565217391309
RP11-441F2.5,-0.002495652173913039
CTD-2540B15.13,-0.0025042119565217434
RNU6-481P,-0.0025059782608695645
ACSM3,-0.0025081295289855086
KIF27,-0.002509782608695652
SLC25A36,-0.00251013099219621
TMEM203,-0.0025101449275362316
TMC8,-0.0025106767180925783
RP1-257I20.14,-0.0025112771739130442
MIR613,-0.002514673913043485
POP1,-0.002516983695652174
IDH3B,-0.002519248188405801
TBCC,-0.002519470520421608
CCDC172,-0.002521953227931485
C5orf63,-0.0025253196930946275
UTP6,-0.0025261835748792293
ATE1-AS1,-0.0025286067193675903
RP13-81N3.2,-0.0025288043478260873
RNU6-346P,-0.002532065217391307
CDHR1,-0.0025345742753623184
AC003956.1,-0.0025346467391304394
TTLL12,-0.0025370289855072585
TSNARE1,-0.0025395517400070154
RP11-7O11.3,-0.0025397977941176474
RP5-1157M23.2,-0.0025403804347826097
RP11-500C11.3,-0.0025428804347826088
HIST1H4G,-0.0025429347826086968
WDR12,-0.0025456724916938784
USP1,-0.002546611253196932
SDAD1,-0.0025477481267106358
SBDSP1,-0.0025516304347826093
CALM2P4,-0.0025529891304347844
ZRANB3,-0.002555142636191787
PRSS57,-0.002555797101449275
DMTF1,-0.0025572654462242563
F8A1,-0.0025587862318840584
ATAD1,-0.0025593249427917626
ALG2,-0.002561141304347827
SMC1A,-0.002561413043478263
CLCN3,-0.002563871635610775
GFPT2,-0.0025650200962272045
SUPT4H1,-0.002565426421404681
NUP35,-0.002566606280193236
L2HGDH,-0.0025694685990338196
UBE2SP1,-0.0025697463768115923
RP11-69L16.4,-0.002575815217391304
HIST1H2AD,-0.002577282608695652
TMEM136,-0.0025781044137022304
TIA1,-0.002579748641304347
CEP162,-0.0025800951086956537
IFI6,-0.0025827445652173873
C16orf91,-0.002584103260869565
RP11-356C4.3,-0.0025872282608695686
RP3-337D23.3,-0.0025875000000000004
CACFD1,-0.0025883152173913075
TMEM194A,-0.0025884899068322987
RPL13,-0.00259052795031056
SEC61B,-0.002592391304347825
CTD-2318O12.1,-0.002594021739130439
HIPK4,-0.0025953124999999948
OXSR1,-0.002596545031055904
AGAP7P,-0.002600815217391312
AC096559.1,-0.0026011603995299724
ABTB1,-0.0026026337792641884
ZNFX1-AS1_2,-0.0026036490683229796
SNORD12C,-0.0026036490683229796
FAM175B,-0.0026120169082125525
RP11-173M1.4,-0.0026131340579710143
STRADB,-0.002613172366385972
EIF4EBP2P2,-0.002613804347826086
ANKRD16,-0.00261430830039526
FTH1P25,-0.002617934782608685
AC104777.2,-0.002619021739130436
RP11-69M1.6,-0.0026225790513834005
RP11-545A16.4,-0.0026284420289854954
PCYOX1L,-0.0026302257525083624
AC009961.3,-0.0026318083003952567
CTC-554D6.1,-0.002632699275362321
CYC1,-0.0026328260869565244
GOT1,-0.0026335144927536257
KCNS3,-0.0026341032608695517
NELL2,-0.002637533254352418
MIS12,-0.0026407812499999986
RP11-204L24.2,-0.0026426383399209474
AC100830.3,-0.0026448996655518415
PIK3R4,-0.00264921497584541
TRIP11,-0.002649722222222214
C19orf45,-0.002650271739130433
TP53BP1,-0.0026526120401337764
TRERF1,-0.0026526297024360174
S100PBP,-0.0026535628019323616
PRUNE2,-0.0026553260869565305
GCFC2,-0.0026553708439897715
CTC-492K19.7,-0.0026575543478260895
CUL2,-0.00265846920289855
RP11-242J7.1,-0.0026592391304347826
PAXBP1,-0.002659549689440993
YBX1P10,-0.0026608695652173865
ZWILCH,-0.0026616459627329236
PGAP2,-0.0026632788049496827
RNA5SP434,-0.002667028985507233
LIN7C,-0.0026691919493549905
RP11-961A15.3,-0.002669664031620553
RPL36P20,-0.002670289855072462
DDX11-AS1,-0.002672599637681158
PIGF,-0.002672826086956521
RP11-495P10.8,-0.002673007246376817
RP11-495P10.5,-0.002673007246376817
RP11-495P10.7,-0.002673007246376817
LRRC3C,-0.0026760869565217327
BLOC1S5-TXNDC5,-0.002677339975845418
RMI2,-0.002678396007741484
MZT1P2,-0.0026880434782608643
RP11-365F18.1,-0.0026880434782608643
SRBD1,-0.0026890760869565196
NUP50,-0.0026898792270531476
HSD17B3,-0.002690217391304365
KIAA1429,-0.002693750000000001
CREB3,-0.0026942934782608692
FKTN,-0.0026990217391304324
CD47,-0.0027011988491048634
QKI,-0.002701785100532738
RP11-14I17.3,-0.0027059782608695655
RP11-53O19.1,-0.0027062499999999977
RP11-96K19.2,-0.0027084239130434787
TRNT1,-0.0027088121118012424
RN7SKP116,-0.0027097826086956507
RP11-181C3.1,-0.0027148550724637676
PRICKLE2-AS1,-0.00271616847826088
LCA5L,-0.0027170844312692107
AP3B1,-0.0027181677018633544
RP11-10C24.1,-0.00271989966555184
MCCC1,-0.0027215675057208235
RP4-742C19.13,-0.002721847826086934
FLJ20021,-0.002721986166007904
ZNF771,-0.0027241483538122144
LLPH-AS1,-0.002725163043478261
MPHOSPH6,-0.002728215579710147
C15orf41,-0.0027321446732774058
TMEM27,-0.002734193840579705
RNASEH1-AS1,-0.002734567606306739
RP11-411K7.1,-0.0027346467391304403
RNU7-1,-0.002735170807453417
COMMD6,-0.0027364130434782605
IL18R1,-0.002738051839464898
SNX29P2,-0.0027393002717391287
RP11-91K8.2,-0.00274375
RP11-333E1.1,-0.00274421355498722
ANKRD20A18P,-0.002745244565217409
RP11-96O20.4,-0.002745590597558367
HSD17B11,-0.002745984299516909
AFF1,-0.0027485430996403194
NIPSNAP3A,-0.002751902173913043
RP11-513G19.1,-0.002755570652173911
EML5,-0.002755570652173911
ZFP90,-0.002759115612648224
FOSL1P1,-0.002759239130434779
SPCS3,-0.0027616545893719806
C1orf131,-0.0027616687979539643
FAM196A,-0.0027621175523349427
TMEM229B,-0.002763858147791023
RN7SKP264,-0.002765217391304352
DFFA,-0.002765553830227748
PTPRCAP,-0.0027662681159420256
LZTS3,-0.0027663302277432587
PDE4D,-0.0027672281964458735
SNORD59A,-0.0027725891861761424
RP11-785H5.1,-0.0027756211180124195
RP11-785H5.2,-0.0027756211180124195
PSENEN,-0.0027773657289002543
POMZP3,-0.0027787137681159397
UBE2G2,-0.002783749999999999
ENOPH1,-0.0027871376811594182
TIGD4,-0.0027883152173913033
BNIP2,-0.0027883779264214017
AC009133.17,-0.002792451690821252
C16orf54,-0.002792451690821252
SCARNA2,-0.0027951086956521736
GPR89A,-0.0027956521739130437
KIAA0319L,-0.0027957492236024947
RP11-307C19.2,-0.0027983695652174065
LIAS,-0.0027987154150197623
NCSTN,-0.0027996038329519486
MIA3,-0.0028012585812356994
URB2,-0.0028017468944099393
RP11-421M1.8,-0.002801871980676328
SRP19,-0.002805661231884067
BRWD1-AS2,-0.0028063179347826085
RP11-56G10.2,-0.0028073369565217382
RP11-452L6.5,-0.002810190217391305
PTP4A1,-0.002811850649350653
MEN1,-0.0028126501035196714
TM2D1,-0.0028130434782608705
RP11-259N19.1,-0.0028138975155279525
DPY30,-0.002814179841897233
SKA3,-0.0028182349896480304
MRPL57,-0.0028182349896480304
AC005562.1,-0.0028190844481605255
RP11-706D8.3,-0.00281983695652174
HGFAC,-0.002821218297101466
STIL,-0.002821389751552795
CTC-339O9.2,-0.0028222826086956522
GC,-0.0028264492753623284
PPP1R9A,-0.0028293538878001873
SLC35E1,-0.0028321428571428586
RP13-977J11.5,-0.0028353260869565305
WIBG,-0.0028409782608695673
LINC01024,-0.0028423429951690803
CMTM8,-0.002844701086956524
ZMYM5,-0.002846640316205533
CTC-756D1.2,-0.002846853546910755
OLMALINC,-0.002848616600790516
ZNF225,-0.0028496739130434785
ZFP3,-0.002851328502415461
RP11-727A23.10,-0.0028515851449275307
CHPT1,-0.002852070393374756
RNA5SP394,-0.002853804347826084
PSMB6,-0.002856250000000002
GABPB2,-0.0028568979933110373
HELLS,-0.0028570350241545876
MARK3,-0.0028589816933638464
ZNF337-AS1,-0.0028616847826086985
ZBTB44,-0.0028621092639954564
SMIM13,-0.002867359335038361
KNTC1,-0.0028676811594202907
CHRD,-0.002869736842105257
ING2,-0.0028716897233201553
ENO1P1,-0.0028717391304347766
RP1-104O17.2,-0.0028728260869565216
PRRG2,-0.0028745134575569376
GMPR,-0.0028753344481605345
STAM-AS1,-0.0028753582015810276
AC009303.2,-0.002875978260869566
WDR36,-0.002887771739130433
CWC22,-0.002888872630992196
OSGEP,-0.002895760869565218
MRPS18B,-0.00289601240144718
HEATR6,-0.0028988142292490048
CTD-2278B20.1,-0.002898913043478261
CTD-2192J16.11,-0.0029019565217391296
FAU,-0.002902717391304349
ZNF668,-0.0029052346556422796
RP11-656D10.5,-0.002905434782608699
HS3ST5,-0.0029073206521739105
RFT1,-0.002909782608695655
SNORD84,-0.002910950210378682
AC004549.6,-0.002913897515527952
PTPLAD1,-0.002914839544513451
LRRC37A7P,-0.002915624999999999
HARBI1,-0.002916636473429954
PYGB,-0.0029169565217391337
KHDC3L,-0.0029170289855072486
MIR5703,-0.002917119565217391
UBE2T,-0.002918297101449274
UBE2C,-0.002919254658385092
C14orf142,-0.002919662267080745
AF235103.1,-0.0029201630434782604
RP11-1012A1.7,-0.002920652173913044
ADRA1B,-0.0029208759590792868
GTF2A2,-0.0029227066864295106
RP11-707G18.1,-0.0029275362318840563
ANAPC10P1,-0.0029282608695652182
DNAJC19P7,-0.0029282608695652182
CELF6,-0.0029336375630119736
RP11-324I22.4,-0.0029364130434782615
MCM8,-0.0029373980978260853
RP11-297D21.2,-0.002939741847826089
ABCD1,-0.0029399116847826073
HAT1,-0.002942168338907467
MIR3124,-0.002943719806763285
POLE4,-0.002944021739130434
CTC-431G16.2,-0.0029451086956521814
RP11-295G20.2,-0.0029469202898550727
COX4I1,-0.0029484963768115955
RP11-327F22.5,-0.002952717391304347
CHRM3-AS1,-0.002954347826086957
RP11-235E17.3,-0.0029548913043478315
RP11-586D19.2,-0.0029586956521739137
CTD-2562G15.3,-0.0029591711956521733
OGFRP1,-0.002963586956521741
LYPLAL1-AS1,-0.002965489130434782
ELP6,-0.0029666925465838606
MDM2,-0.002967080745341612
ZNF235,-0.0029692339544513473
H3F3B,-0.0029738149558242288
GPR31,-0.002977626811594204
ZXDC,-0.0029802553992611595
TMEM102,-0.002980297419971338
RP11-778D9.13,-0.002983355978260871
TAF1A,-0.0029838438735177884
PRIMPOL,-0.0029874999999999997
AWAT2,-0.0029880434782608677
MFHAS1,-0.002989538043478272
C10orf111,-0.0029929687499999995
PPIL4,-0.0029942586399108154
TMEM191B,-0.002997282608695652
MAP3K10,-0.002997608695652177
RNU11,-0.002997717391304347
ZCRB1,-0.0030003165312947914
RP11-68I3.5,-0.003002717391304349
TMEM209,-0.0030051788949275347
SLC30A5,-0.0030054347826086966
UBR5,-0.003006992753623188
