,avg_delta_beta
BAI2,0.02179354843974409
IL12A-AS1,0.021784952445652175
NCMAP,0.021779021739130437
IFIT2,0.021778959627329193
CTD-2024P10.1,0.02177608695652174
ASPRV1,0.02176497035573119
PTPRD-AS2,0.02175760869565218
SNORA80B,0.021752853260869568
RP11-463J17.2,0.021752065217391297
RN7SL263P,0.021748188405797085
FBXW4P1,0.021748188405797085
CACNA1D,0.02173298136645962
HTRA1,0.02173292645121289
YLPM1,0.02172943840579711
HIST1H2BL,0.021728149386845044
XXYLT1,0.021724282775492022
C19orf44,0.02171624713958809
CTB-43P18.1,0.021711141304347828
SOCS7,0.02170267558528428
MED24,0.021700287997027123
BTG1,0.0216908152173913
C3orf67-AS1,0.021690760869565215
FAM96B,0.021690675057208227
MTFR1L,0.02168754725897921
PPP5D1,0.02168722826086956
RP6-24A23.3,0.02168666666666665
TIMM50,0.02168496376811594
AC104057.1,0.021682608695652174
RP11-667F9.1,0.021682608695652174
DXO,0.021681800822561704
CNGB1,0.02168014705882353
RP11-23J9.3,0.021673913043478262
SENP5,0.021664891304347834
PRPSAP1,0.02166271739130435
IL9RP2,0.021658695652173914
LA16c-390E6.5,0.02165451086956523
LINC00674,0.021650543478260863
CITF22-92A6.2,0.021649223602484474
ADAMTS13,0.021645903010033444
LINC01570,0.021641847826086955
MYO9B,0.021638991674375576
ATG14,0.02163354743083004
APITD1-CORT,0.021625851360034275
EVC,0.021612195413282378
HOXC-AS1,0.021611137539996238
LONRF2P1,0.021608695652173916
DPY19L1P1,0.021602224764810572
JOSD2,0.021602018633540374
SHANK2-AS1,0.02159869565217392
RPL7AP31,0.021594565217391302
PPP1R2P1,0.021589622153209122
AKR1C1,0.02158566576086957
LINC00987,0.02158396739130435
TBCB,0.021580860113421533
CLDN20,0.021575679347826088
RP11-490D19.11,0.021575543478260874
AC007566.10,0.021572826086956518
RP11-241I20.4,0.02157271739130435
CFAP61,0.02156804919908466
CTB-96E2.3,0.021566947502068202
PCDHGC3,0.021566637089618465
PIK3R1,0.021558366271409748
SHPK,0.021553552018633543
INF2,0.021552365728900263
DTYMK,0.02154738712374581
ANKRD20A8P,0.02154048913043478
C8orf82,0.02153837719298246
GGT7,0.02153747529644268
CERCAM,0.021529456521739123
RP4-669P10.19,0.021528260869565212
CCDC169-SOHLH2,0.021520703041336464
FKBP10,0.021516576086956524
SH3TC1,0.02151541666666668
UBLCP1,0.021513858695652175
AC118754.4,0.02150969202898551
RP11-545E17.3,0.02150155279503105
YIPF3,0.02149398550724637
GAL,0.021491352126134747
RP11-6O2.4,0.021489278656126484
CTD-2527I21.14,0.021488134057971023
RP11-145A3.1,0.02148478260869565
TPGS1,0.02147926201372998
HOXC10,0.021475931677018632
FAM120A,0.02147502717391304
GNAL,0.021471141971387192
AQP7,0.02146159420289855
KANSL1L,0.02146086956521739
DAGLA,0.021458353462157815
RP11-779O18.1,0.021457971014492747
RP11-802E16.3,0.021451086956521735
AP000857.3,0.021450000000000004
LONP1,0.021445192307692335
CARD10,0.021441966873706014
DUSP26,0.02143777173913043
CDK9,0.02143308423913044
SMAD7,0.021433047658862874
SATB1,0.021428074354127285
WDR25,0.021421037868162688
SOWAHD,0.021417880434782603
B4GALT3,0.021416168478260875
TMEM42,0.021408297101449276
LINC01210,0.021406361166007904
RP11-399K21.10,0.021405869565217388
RP11-435F17.3,0.021404166666666658
CTD-3149D2.4,0.02140353260869565
PYURF,0.021403196930946288
GOLGA1,0.021398188405797092
GTF3C2-AS1,0.021397826086956527
LRRC74B,0.021394953416149075
PNPLA4,0.02139434143222507
MYEF2,0.021377481617647055
SNHG16,0.021371739130434775
BHLHE41,0.021367231457800513
ZFPM1,0.021360071696531646
CYP2D7,0.021358333333333333
LIN9,0.021344048913043485
LINC01231,0.021342934782608698
RP11-317B17.4,0.021325543478260874
BTBD10,0.02131885451505017
TBC1D14,0.021318578316773817
LINC01385,0.021315217391304344
STAMBPL1,0.021311465638148674
BCRP8,0.021311032608695653
POLR1A,0.021309638746803066
OGFOD2,0.021301222826086954
C5orf49,0.02129789402173913
RP11-54O7.18,0.02129347826086956
IGF2BP3,0.021291362126245827
ATF6B,0.021282493883826647
AC006486.9,0.021275594429347833
EPAS1,0.021271254744651476
ABI2,0.02126439926242236
RB1,0.02126156746261178
ANKRD18EP,0.02126141304347826
VARS2,0.0212608339230748
FTLP5,0.021258695652173924
GBX1,0.02125856625258798
C3orf58,0.02125523097826087
GOLGA2P5,0.02125489130434782
ACADVL,0.021254420289855077
SPOP,0.021254347826086963
ZFR2,0.02125335677749362
ZSCAN9,0.02124535024154589
LINC01226,0.02124184782608696
KRTAP5-1,0.021241304347826083
TCIRG1,0.02124049689440994
LACE1,0.021239920948616608
ADAMTS18,0.02123817934782609
ALDH7A1,0.021223250988142303
ARHGDIG,0.02122281234382811
RP11-471B22.3,0.02120353260869565
EGFL7,0.021203115942028995
MIAT_exon5_3,0.02119836956521739
CTA-373H7.7,0.02119836956521739
INAFM1,0.021195923913043476
CCRN4L,0.021193659420289855
AHRR,0.021175196296082718
WLS,0.021175043244506784
NFATC2,0.02117181409295353
HGF,0.021170108695652178
RP11-43N16.4,0.021166847826086955
ALS2CL,0.021163516068052918
IDUA,0.021163472540045764
RP11-687M24.4,0.021160869565217396
ARSJ,0.0211564052795031
RNU1-120P,0.021155434782608694
NCOA7-AS1,0.02115489130434783
DHX37,0.021145960144927534
AC114730.11,0.021144806763285035
RAD9B,0.021131871118012423
VPS29,0.021131871118012423
RP3-424M6.4,0.021131871118012423
CTD-2530H12.1,0.02112900197628458
DEF6,0.021125582298136648
SERTAD1,0.02112255434782609
FUBP3,0.02111501976284585
DTWD1,0.021111867588932805
RP11-496I9.1,0.021109456521739123
LINC01547,0.021108967391304346
TAS1R3,0.021106175889328074
RP11-327J17.2,0.021100000000000004
PRRX2,0.021097425629290623
MIR6777,0.02109540513833991
AC012362.3,0.021085869565217394
RP1-213J1P__B.1,0.02108546195652175
RP11-231L11.1,0.021084239130434782
AGAP5,0.021083831521739135
ADCK5,0.02108300120772947
LINC00638,0.02107989130434783
TICRR,0.021078934782608694
RP11-607P23.1,0.021071743247694334
HDAC3,0.021071711956521744
EML6,0.02106992934782608
RP11-527L4.2,0.021064208074534158
ZBTB17,0.02106153576437587
POU6F1,0.021054747442455238
TMEM222,0.02103989769820972
STK19,0.021037266177957526
FZD4,0.021029037267080743
AC079922.2,0.021022826086956516
C3orf62,0.021022515527950304
RP11-256P1.1,0.02102246376811594
PPIL1,0.021021204610606782
KB-1184D12.1,0.02101195652173913
KRT8P47,0.021011775362318817
ZER1,0.02101157608695652
CD6,0.02100715579710146
ILK,0.021004061784897023
C11orf24,0.02100222222222222
KBTBD13,0.02099922360248447
C14orf183,0.020991739130434756
NRSN2,0.020981763285024154
KCNC1,0.020971454897551246
MGAT4C,0.020970933618012413
ARL6IP5,0.020961820652173918
KCTD5,0.020949289367921054
FOXJ2,0.020940874741200825
CTC-471J1.8,0.020938923076923077
CIRBP-AS1,0.020931101778656123
MIR6862-1,0.02092771739130434
EIF3C,0.02092771739130434
COLQ,0.02091828063241108
RP11-433J8.2,0.02091528532608696
STK11,0.02091278110944529
FCHO1,0.020906387634105027
MIR6768,0.020904347826086963
RP11-273B20.3,0.020901630434782614
C9orf69,0.020886209239130437
EFNA2,0.02087479977116706
SVIL,0.02087342298476228
MYZAP,0.020871195652173907
LINC01473,0.020869565217391303
RHBDL3,0.020864046515345278
UAP1L1,0.02086141304347826
RP4-784A16.5,0.020857375776397513
RP1-93H18.1,0.020856642512077302
DCTN6,0.02084809782608696
RP11-546O6.4,0.020833152173913044
CTD-2288O8.1,0.020831083049161692
AC073869.20,0.02082377717391305
ZNF358,0.020821613712374586
RP11-154D6.1,0.020819418896321072
SMIM2-AS1,0.02081711956521739
JMJD1C,0.02081639805097452
CPLX1,0.020814130434782627
NPPA-AS1,0.020807686335403728
GSTO2,0.020804433638443934
RP11-580I16.2,0.020797690217391307
TBC1D28,0.02079166666666663
MAP3K12,0.020789413988657846
AC004041.2,0.02078688858695652
FBXW4,0.020785797101449278
SNORD23,0.020783876811594194
EMC4,0.020780344202898548
PTPN11,0.020776834239130435
NKX3-1,0.020775938735177867
NMI,0.020765081521739136
RP11-1123I8.1,0.02076467391304347
UCK2,0.020762554347826076
SLC25A21-AS1,0.020759836956521734
PRKAR1B,0.020750631888551398
MYO1B,0.02074354347826086
PPP1R7,0.020736102484472045
INPP4B,0.020730004675081806
SMARCD2,0.020726576086956525
STOML2,0.02072593167701864
C9,0.020718175936382456
POLR3D,0.020714100241545897
UBE2QL1,0.020712230848861278
TRIM2,0.02070704525915009
FDX1,0.02070306324110672
BTN3A1,0.020688858695652183
RP11-94C24.13,0.02068782608695653
RP11-15F12.1,0.020686413043478263
NUDT3,0.020686216356107658
PGM5P2,0.020679021739130443
NEURL1-AS1,0.0206741304347826
NOVA2,0.020672847826086953
PIGX,0.020663339920948622
ZNF436-AS1,0.020649896480331265
NUDT22,0.020640242094861653
ZNF8,0.02063246376811594
RP11-777J24.1,0.0206320652173913
PTPN20A,0.02062347826086955
THNSL2,0.020617963603425573
WWC2,0.02061759013785792
GEMIN4,0.020608745059288534
MEIS2,0.02060812996446489
NPTN,0.020605168764302063
RP11-141M1.3,0.020604738786733114
SPA17,0.020602762681159424
AQP10,0.020598097826086948
ATG16L2,0.020584873188405812
CACTIN,0.02058115942028987
DIDO1,0.020580279379998165
MIR4487,0.020569836956521738
BIRC2,0.020566711956521738
AC009065.2,0.020565277777777776
NPY1R,0.020565094238594993
BCL7C,0.02056497447299078
RPS27P25,0.02056311141304348
AC073869.1,0.020561820652173914
KIAA2013,0.020559891304347825
WFDC11,0.02055706521739131
RAB1A,0.02055604296066253
Z69720.3,0.020555072463768122
HS3ST2,0.02055354227530502
TTC16,0.02055181159420289
XPR1,0.020548566709292407
AC005786.7,0.020547366220735785
ZNF763,0.020538899868247692
SCGB3A2,0.020529347826086952
SACS,0.020523746251874066
ZNF91,0.020522117624223596
TRNP1,0.020519479405034326
MIR7848,0.02051793478260869
NOP2,0.02051749011857707
PPM1H,0.02050381760339341
LGR6,0.020501923076923074
L3MBTL1,0.020500297042774167
RP3-395M20.7,0.02049157608695652
H2AFY2,0.020491312582345187
SCML2,0.02049048913043478
ELAVL1,0.020489925648317746
OLFML3,0.020485688405797092
STYXL1,0.02048238304093567
DUS3L,0.02047437888198756
CTB-193M12.4,0.0204625
C11orf42,0.02045065217391304
CTD-2538A21.1,0.020449456521739125
SIPA1L1,0.020448054745493112
AC084219.2,0.020437537481259368
CTD-3138B18.5,0.020434663561076608
AC128709.4,0.02042407910628019
OR4A5,0.02042391304347826
ZNF28,0.020419992236024836
RHAG,0.0204116847826087
ATP6V1G2,0.0204110007496252
MAP6D1,0.020408300395256908
RNF157,0.02039873188405798
TMEM220-AS1,0.020394293478260873
C19orf12,0.020389575098814238
BCAS3,0.020388209995096426
SEC61A1,0.020375788043478255
C1orf86,0.02036923550936397
MYDGF,0.02036775362318841
MLLT6,0.02036409391648047
C2CD4A,0.020356376811594194
POLR2I,0.02035326086956522
FGFRL1,0.020347723923677574
RP11-347C12.11,0.020345108695652175
FTLP14,0.020343478260869574
RP11-354M1.2,0.020343478260869574
SHISA9,0.020342629586107854
PPAP2C,0.02033827341137124
SERPINB1,0.020338260869565222
CALM3,0.02033305027173913
PGBD2,0.02033224637681159
BRCA2,0.02032996376811595
AC005618.8,0.020321894409937886
RP11-22B23.2,0.020316847826086955
ZNF773,0.020311367753623185
IREB2,0.020308346273291922
FLYWCH2,0.020307608695652183
CTD-2531D15.4,0.020295380434782608
TEX40,0.020292854859335047
PTPRS,0.020292270953683997
MIR1229,0.020287567934782605
TIGD7,0.02028063241106719
LSM2,0.020278790247733262
CCSER2,0.020277251552795042
CDC37,0.02027454694921447
TUBA8,0.02027345317725754
NELFB,0.020268185618729093
HNRNPCP4,0.020266666666666676
MYO1F,0.02026227006688963
CTD-2331H12.7,0.020256521739130433
AC111186.1,0.020246286231884052
SLC38A3,0.02024214803312629
EHD3,0.020241528132992327
TRI-TAT2-2,0.020230978260869566
TNFRSF19,0.020228178916494133
SIX5,0.020227046035805624
ATP5EP2,0.02022336956521739
RAMP3,0.02022111204013378
CSN3,0.020213858695652172
FBRS,0.020199485125858133
RP11-195F19.30,0.020192779503105603
FBXL18,0.0201913677536232
CFAP52,0.020189008002866698
CTD-2537I9.18,0.020187500000000014
PHRF1,0.02018233333333334
OSCP1,0.020182273017902815
NPR1,0.02018105567942525
LRP3,0.02017808794466403
PNKD,0.02017493206521739
HTR5BP,0.02017038043478261
KLHL41,0.02016671195652174
AC007365.1,0.02016607142857143
CHST9,0.020153713768115943
IL25,0.020153532608695644
FAHD2CP,0.02015043478260869
MIR1470,0.02015032608695653
RP11-45M22.4,0.020148594045368624
AC068533.7,0.020144416996047423
MIR4721,0.020141847826086957
AC006978.6,0.020141304347826093
ZNF131,0.020128764090177137
ZSCAN31,0.020127288329519454
UBAP1,0.020124239130434783
CTCFL,0.020115760869565204
CCDC33,0.02010177068723704
TRPV1,0.020100913933922854
TCF21,0.020099978260869556
RP11-715J22.1,0.02009646739130434
RP11-162G10.1,0.020095380434782605
MYLK-AS2,0.02009429347826088
RELT,0.020090217391304347
MTMR11,0.02008156354515051
PTPN23,0.020080928853754936
PHGDH,0.02007609583688548
NDRG4,0.020074953337725084
HIST1H1D,0.020070772946859907
RP11-603J24.17,0.02006922554347826
CCNI2,0.020066983695652168
MECOM,0.02006415040926125
AC097499.1,0.0200625
KB-1639H6.2,0.02004710144927536
CYB561D2,0.020044709079283886
AL122015.1,0.020044565217391307
SLC39A13,0.020043436454849503
PANK3,0.02003788819875777
CKLF-CMTM1,0.02003368737258356
TANGO6,0.020033024296675195
RP11-615I2.1,0.02003260869565217
RP11-615I2.6,0.02003260869565217
SNX20,0.020032472826086965
CTD-2184D3.5,0.02002880434782608
LRP8,0.020027601449275362
RP11-296P7.4,0.020027536231884052
RXRA,0.020016810770750987
TMED6,0.02000582298136646
AC004893.11,0.020005389492753607
SERPIND1,0.020005326086956526
PFN1P10,0.02000380434782609
CHN2,0.019992048928126154
DAGLB,0.019986698351229282
TMEM120A,0.019983031400966182
ILVBL,0.019980628881987584
CTAGE7P,0.01996372282608696
KRTAP5-10,0.01996337560386472
ZNF134,0.01995858695652174
AC017104.3,0.019958260869565227
SNORD20,0.019958260869565227
HILPDA,0.019956453804347827
RP11-155G14.6,0.019956453804347827
ATP2A2,0.019941899332196634
LINC01214,0.0199375
RBM20,0.019935529746852653
EBLN1,0.019928260869565225
MKL1,0.01992810990338164
CACYBP,0.019927795031055903
USP19,0.019924008951406648
BAHCC1,0.019922784004093533
MARCH9,0.019922360248447204
LY6E,0.019916943734015348
NKD1,0.019915530936454866
CDK11A,0.019912474120082818
TMEM253,0.01991032608695653
ICAM3,0.01990324016563147
ADAM11,0.019897721571906352
ST18,0.019897262479871173
RP1-35C21.1,0.01989293478260869
RP1-120G22.11,0.019892844202898552
FTSJ3,0.019888677536231886
RNF112,0.019887189440993786
DYNC1H1,0.019886114000416056
STK24,0.01988443285490707
ANGPTL7,0.019880842391304353
ADAM23,0.01987986865942029
PF4,0.019871847826086964
CETN1,0.019866007905138337
GNL1,0.019864376430205943
ABHD16A,0.019864050249465436
DPYSL3,0.01986036280846064
MIR5691,0.01986024844720497
CEP78,0.019855
LRRK2,0.01984082125603865
BSN-AS2,0.01983683574879227
KIFC2,0.01983141304347825
TRDMT1,0.01982771739130435
PCDH12,0.019823498964803316
HCN4,0.01981739130434781
HSD17B7,0.01981728260869565
PDE8B,0.019817009916094575
SATB1-AS1,0.019806702898550733
AC006026.13,0.019789915458937195
TNFAIP6,0.019788768115942032
RP11-582J16.3,0.019787228260869566
RAPGEF3,0.01978600400457666
ASRGL1,0.019785709718670073
PPP1R9B,0.019778885869565218
ZNF254,0.0197776268115942
BACE1-AS,0.019776086956521742
AC092835.2,0.01977083333333333
GRAMD4P1,0.019769293478260862
MGAT3,0.019756453804347828
RP11-1090M7.1,0.019746506211180116
PLEKHH1,0.019744611491808454
RGMA,0.019737349894564014
RP11-396C23.2,0.019732298136645964
UBE2J2,0.019730963572267918
MINK1,0.019730692219679633
Z98744.2,0.01972839673913044
DOLPP1,0.01972826086956522
POLR3H,0.019723853754940717
CTD-3088G3.8,0.019723206521739138
PEBP1P2,0.019722690217391297
RP11-283G6.4,0.019722282608695654
WBP2,0.01971992654085046
RP11-21A7A.3,0.019714208074534147
MIR648,0.019711231884057975
MIR4683,0.01970929347826087
STIM2,0.01970517485822306
MLLT11,0.019703805524185963
LA16c-313D11.9,0.019698709239130436
KLB,0.019693224637681174
RAVER1,0.01968713132468853
PCNT,0.019685205185456463
ANKRD52,0.019684504897276644
LMF2,0.01968430306905371
PHF19,0.019670340473145777
INPP5D,0.019668853073463288
HIST1H2BO,0.0196675395256917
CPNE5,0.019660057570029203
L3MBTL3,0.01965996626686656
PPP2R5D,0.01965966272378517
CREG2,0.01965889945652173
SNORD41,0.019651992753623195
MPRIP,0.019646721877156693
AC109826.1,0.0196429347826087
NOP14,0.019635201484623527
MFSD4,0.019631823671497583
TP53I3,0.019624939613526567
LINC01225,0.019619157608695644
ZNF321P,0.019618025362318846
TTYH3,0.019609920948616615
TONSL,0.019607927286356824
FBXO31,0.01959743521247851
RP11-1112G13.3,0.01959592391304348
SDK2,0.0195957811348563
KIF5C,0.019591514328063244
CACUL1,0.01958760190217391
AC005624.2,0.019585597826086956
GIT2,0.01958232583269769
AMIGO2,0.019580205949656745
C9orf116,0.019577536231884057
ATG10,0.01956910755148741
RRN3,0.019568342391304346
ZNF223,0.019563152173913044
PRKCE,0.019561571317657504
DFFBP1,0.01954891304347826
VPS54,0.0195477371541502
ZNF48,0.019540076489533008
AC068499.10,0.019536575381140592
AP3D1,0.019529891304347822
ENO1,0.01952320910973085
TSC1,0.01951394927536232
AC006019.3,0.019505978260869573
RBM44,0.019504270186335396
LINC00499,0.019502173913043482
BX842568.4,0.019500452898550732
RP11-108M9.6,0.01949171195652174
MIRLET7G,0.01949130434782609
FAM208B,0.019487456004140785
MIR29B2,0.019479981884057983
RP11-1055B8.9,0.01947513586956522
RNF26,0.019460364906832287
CAHM,0.019451482213438735
RP11-128L5.1,0.019448913043478254
SNORD72,0.019447463768115937
BDH1,0.019446550094517946
PDIA2,0.0194428260869565
VPS51,0.019436521739130436
RP11-175K6.2,0.019435573122529644
ZBTB20-AS1,0.01943510869565217
SNORA75,0.019434673913043495
UBXN11,0.019434586352657
OTUD3,0.019433423913043486
SCARF2,0.01942904064272211
ARHGAP24,0.019426128762541805
GJB7,0.019423796583850923
PPP4R1L,0.019418387681159423
RP11-983C2.3,0.01941413043478261
RP11-983C2.2,0.01941413043478261
RP11-172H24.4,0.01940978260869565
LYST,0.019408349802371543
RP11-66N24.3,0.019403985507246375
CHAF1B,0.01940075483091788
LRRC36,0.01939798913043479
THBS3,0.019396110400682013
RP13-977J11.9,0.0193893115942029
ZNF155,0.01937842391304348
ATXN2,0.019377537185354687
NPRL3,0.01937408288043478
RP11-285G1.14,0.01937336956521739
BCR,0.019370210399186377
LINC01495,0.01937010869565218
GDI2,0.019368957800511507
UACA,0.019359137894288156
LANCL1,0.019346106719367588
PRR7-AS1,0.019341265527950315
UBE2S,0.01933976449275362
RP11-384K6.6,0.019326358695652173
PDZD4,0.01931968152997365
TICAM1,0.01931839464882944
KRT72,0.01930688405797102
NEURL1,0.01930599700149926
ERAS,0.019305046583850925
TRIM46,0.019286876006441224
HNRNPUL1,0.019286032608695648
PIGL,0.019285043478260856
SAP30L-AS1,0.019284634387351778
KIAA2012,0.01928183876811593
KIAA0556,0.019267624223602495
PRTN3,0.019264482097186706
RP11-504G3.4,0.019261413043478278
RP11-864I4.4,0.019251531620553358
SLC35F6,0.019237675983436855
KIF7,0.019235716711956518
FBXO43,0.019231068840579714
RP11-109D9.4,0.019230366847826086
RNF213,0.019229766781083152
DNAJC5,0.01922505697755961
RP11-191G24.1,0.01921764657444006
ZC2HC1B,0.01921369565217391
NOP14-AS1,0.019207326519883727
NOM1,0.019199825621948403
ENTPD4,0.01919966542629587
RP11-89G4.1,0.019198913043478254
ZNF93,0.019195833333333336
AC007204.2,0.019195833333333336
CTD-2081C10.1,0.01918822463768115
AP003419.11,0.019187635869565216
KHK,0.019183393719806766
SCP2,0.019177173913043487
MIR6872,0.019173505434782606
PDZRN3,0.019164573224845577
RANBP10,0.01914723320158103
FITM2,0.019146902173913044
CTNNB1,0.019146023092684813
SCD5,0.01914568414322252
AP2A1,0.019143913043478254
LYPD3,0.019134375000000002
CLN6,0.0191329283887468
HIST1H1B,0.019128804347826083
RP11-104G3.2,0.019127173913043475
GLIDR,0.019127173913043475
HMGCLL1,0.019121245059288538
RP11-452L6.1,0.019118478260869567
RP11-57G10.8,0.019105217391304347
FNDC3A,0.019098762077294686
SGPP1,0.01909368206521739
CTC-308K20.1,0.019093167701863357
RP11-219B17.3,0.019084531772575252
CSPG4,0.0190791178929766
RAP1A,0.019076358695652176
FNDC7,0.01907125603864734
CALHM3,0.019069341432225058
CTD-2207O23.12,0.019052663043478267
CLK2,0.019048970251716237
TRAJ21,0.019040217391304345
SNORA59B,0.01903858695652174
TBC1D10C,0.01903359683794465
SETBP1,0.019030654162248143
SPAG7,0.019027385265700483
LY86,0.019026014492753613
PRSS33,0.01902554347826087
RP11-31L22.3,0.01902189938684504
DHX16,0.019017277741726152
PCBP1,0.01901656010230179
FANCE,0.01901385869565217
SLC30A10,0.019006840329835104
ETNK1,0.01900564258312021
ZNF44,0.01899014233954451
TOP1MT,0.0189901028454565
NR1H3,0.01898330554183136
MYO7A,0.018976521739130423
OCLM,0.018970108695652174
CTC-444N24.13,0.01896872529644269
